pattern,observed_label,eta_timepoint,eta_broad_cell_type,spearman_ifn_score_rho,ifn_score_p_adj,ifn_top_gene_overlap_top15,peak_timepoint,subject_peak_timepoint,subject_mean_D0,subject_mean_D8,subject_mean_D10,subject_mean_D14_15,subject_mean_D28,D10_minus_D0,D14_15_minus_D0,dominant_broad_cell_type,top_15_genes,top_25_genes,interpretation_note,directionality_source,D10_median_top_gene_log2fc,D10_frac_top_genes_up,D10_direction_consensus,D14_15_median_top_gene_log2fc,D14_15_frac_top_genes_up,D14_15_direction_consensus
Pattern3,IFN-associated temporal activity program,0.454036194393983,0.164629605915765,0.75600666168997,0.0,6,D10,D10,0.026144898327170107,0.0324315410066944,0.21145635841556554,0.19314319436306124,0.028948745075957516,0.18531146008839544,0.16699829603589114,Monocyte,"LY6E, ISG15, IFITM1, IFITM2, IFI6, IFITM3, MX1, PSME2, IRF7, XAF1, HLA-A, MT2A, B2M, MYL12A, IFI44L","LY6E, ISG15, IFITM1, IFITM2, IFI6, IFITM3, MX1, PSME2, IRF7, XAF1, HLA-A, MT2A, B2M, MYL12A, IFI44L, CD74, PFN1, TMSB10, UBC, HLA-B, IFIT3, OAS1, TYMP, EPSTI1, SAT1","Primary IFN-associated K=10 program; high temporal effect, positive IFN score correlation, and peak usage at the late acute timepoints.",all_cells_subject_pseudobulk_top25,1.4572553175008096,0.88,mostly_up,1.56190153824974,0.96,mostly_up
