scope,stratum,subject,timepoint_merged,day_merged_numeric,gene,n_cells,total_counts,gene_counts,cpm,log2_cpm
cell_type,Plasmablast,Subject3,D4,4.0,UBC,32,136602.0,492.0,3601.704221021654,11.814864497242386
cell_type,Plasmablast,Subject3,D4,4.0,IFIT3,32,136602.0,1.0,7.320537034596859,3.0566766476146623
cell_type,Plasmablast,Subject3,D4,4.0,OAS1,32,136602.0,45.0,329.4241665568586,8.368175396195301
cell_type,Plasmablast,Subject3,D4,4.0,TYMP,32,136602.0,26.0,190.3339628995183,7.5799491730129915
cell_type,Plasmablast,Subject3,D4,4.0,EPSTI1,32,136602.0,2.0,14.641074069193717,3.967267680492624
cell_type,Plasmablast,Subject3,D4,4.0,TNFAIP3,32,136602.0,24.0,175.69288883032462,7.465100168228661
cell_type,Plasmablast,Subject3,D4,4.0,H3F3B,32,136602.0,642.0,4699.784776211183,12.198685913417345
cell_type,Plasmablast,Subject3,D4,4.0,NFKBIA,32,136602.0,92.0,673.489407182911,9.397651975684093
cell_type,Plasmablast,Subject3,D4,4.0,ZFP36,32,136602.0,149.0,1090.760018154932,10.092440054228733
cell_type,Plasmablast,Subject3,D4,4.0,NR4A2,32,136602.0,4.0,29.282148138387434,4.920395644949272
cell_type,Plasmablast,Subject3,D4,4.0,MYADM,32,136602.0,31.0,226.9366480725026,7.8324890921831205
cell_type,Plasmablast,Subject3,D4,4.0,REL,32,136602.0,31.0,226.9366480725026,7.8324890921831205
cell_type,Plasmablast,Subject3,D4,4.0,TSC22D3,32,136602.0,136.0,995.5930367051727,9.960860683577415
cell_type,Plasmablast,Subject3,D4,4.0,CREM,32,136602.0,17.0,124.44912958814659,6.97095865061172
cell_type,Plasmablast,Subject3,D4,4.0,JUNB,32,136602.0,362.0,2650.0344065240624,11.372339679046634
cell_type,Plasmablast,Subject3,D4,4.0,KDM6B,32,136602.0,7.0,51.24375924217801,5.707186805801549
cell_type,Plasmablast,Subject3,D4,4.0,MCL1,32,136602.0,50.0,366.02685172984286,8.519741804451876
cell_type,Plasmablast,Subject3,D4,4.0,CD69,32,136602.0,6.0,43.923222207581155,5.4893895065122695
cell_type,Plasmablast,Subject3,D4,4.0,DUSP2,32,136602.0,9.0,65.88483331137172,6.063607199818054
cell_type,Plasmablast,Subject3,D4,4.0,CXCR4,32,136602.0,88.0,644.2072590445235,9.33361885971376
cell_type,Plasmablast,Subject3,D4,4.0,ACTG1,32,136602.0,634.0,4641.220479934408,12.180599329049397
cell_type,Plasmablast,Subject3,D4,4.0,LDHB,32,136602.0,123.0,900.4260552554135,9.816065340787073
cell_type,Plasmablast,Subject3,D4,4.0,ARPC1B,32,136602.0,199.0,1456.7868698847747,10.509564096071589
cell_type,Plasmablast,Subject3,D4,4.0,COX5A,32,136602.0,83.0,607.6045738715393,9.249361366014666
cell_type,Plasmablast,Subject3,D4,4.0,C1QBP,32,136602.0,85.0,622.245647940733,9.28365709333788
cell_type,Plasmablast,Subject3,D4,4.0,NAP1L1,32,136602.0,74.0,541.7197405601676,9.084063575127786
cell_type,Plasmablast,Subject3,D4,4.0,ATP5G3,32,136602.0,138.0,1010.2341107743665,9.981901318850474
cell_type,Plasmablast,Subject3,D4,4.0,PPIB,32,136602.0,437.0,3199.074684118827,11.643889860134271
cell_type,Plasmablast,Subject3,D4,4.0,H2AFY,32,136602.0,63.0,461.19383317960205,8.852354200552664
cell_type,Plasmablast,Subject3,D4,4.0,COX8A,32,136602.0,130.0,951.6698144975916,9.895832467364754
cell_type,Plasmablast,Subject3,D4,4.0,SET,32,136602.0,57.0,417.2706109720209,8.708292822960006
cell_type,Plasmablast,Subject3,D4,4.0,TXN,32,136602.0,472.0,3455.2934803297167,11.755010009293045
cell_type,Plasmablast,Subject3,D4,4.0,IDH2,32,136602.0,32.0,234.25718510709947,7.878094975470657
cell_type,Plasmablast,Subject3,D4,4.0,UCP2,32,136602.0,338.0,2474.341517693738,11.273411869204947
cell_type,Plasmablast,Subject3,D4,4.0,OSTC,32,136602.0,115.0,841.8617589786387,9.719152218343618
cell_type,Plasmablast,Subject3,D4,4.0,MIF,32,136602.0,170.0,1244.491295881466,10.282499223998746
cell_type,Plasmablast,Subject3,D4,4.0,CLIC1,32,136602.0,179.0,1310.3761291928377,10.35686582368764
cell_type,Plasmablast,Subject3,D4,4.0,MZT2B,32,136602.0,27.0,197.65449993411517,7.63411766358887
cell_type,Plasmablast,Subject3,D4,4.0,PPM1G,32,136602.0,53.0,387.9884628336335,8.6035835561442
cell_type,Plasmablast,Subject3,D4,4.0,PDIA6,32,136602.0,88.0,644.2072590445235,9.33361885971376
cell_type,Plasmablast,Subject3,D4,4.0,DUT,32,136602.0,45.0,329.4241665568586,8.368175396195301
cell_type,Plasmablast,Subject3,D4,4.0,SNX3,32,136602.0,97.0,710.0920923558953,9.473892602757905
cell_type,Plasmablast,Subject3,D4,4.0,NDUFB3,32,136602.0,43.0,314.7830924876649,8.302790118929838
cell_type,Plasmablast,Subject3,D4,4.0,GNG5,32,136602.0,128.0,937.0287404283979,9.873488316180952
cell_type,Plasmablast,Subject3,D4,4.0,MTRNR2L8,32,136602.0,3211.0,23506.24441809051,14.520817811889863
cell_type,Plasmablast,Subject3,D4,4.0,CD52,32,136602.0,165.0,1207.8886107084816,10.239465602713233
cell_type,Plasmablast,Subject3,D4,4.0,RPLP0,32,136602.0,1398.0,10234.110774366407,13.32123909625022
cell_type,Plasmablast,Subject3,D4,4.0,RPS2,32,136602.0,764.0,5592.890294431999,12.4496362450849
cell_type,Plasmablast,Subject3,D4,4.0,IL32,32,136602.0,38.0,278.1804073146806,8.125053887548013
cell_type,Plasmablast,Subject3,D4,4.0,FOS,32,136602.0,748.0,5475.7617018784495,12.419107393621303
cell_type,Plasmablast,Subject3,D4,4.0,JUN,32,136602.0,306.0,2240.0843325866385,11.129981223521698
cell_type,Plasmablast,Subject3,D4,4.0,AC090498.1,32,136602.0,345.0,2525.5852769359158,11.302973159071268
cell_type,Plasmablast,Subject3,D4,4.0,MT-ND1,32,136602.0,690.0,5051.1705538718315,12.302687627879354
cell_type,Plasmablast,Subject3,D4,4.0,CCR7,32,136602.0,2.0,14.641074069193717,3.967267680492624
cell_type,Plasmablast,Subject3,D4,4.0,S100A4,32,136602.0,406.0,2972.1380360463245,11.537770730516634
cell_type,Plasmablast,Subject3,D4,4.0,PSAP,32,136602.0,259.0,1896.0190919605861,10.889518483041552
cell_type,Plasmablast,Subject3,D4,4.0,NKG7,32,136602.0,138.0,1010.2341107743665,9.981901318850474
cell_type,Plasmablast,Subject3,D4,4.0,CST7,32,136602.0,23.0,168.37235179572775,7.404054579305213
cell_type,Plasmablast,Subject3,D4,4.0,CCL5,32,136602.0,89.0,651.5277960791203,9.349895548026417
cell_type,Plasmablast,Subject3,D4,4.0,GNLY,32,136602.0,154.0,1127.362703327916,10.140015169936847
cell_type,Plasmablast,Subject3,D4,4.0,CTSW,32,136602.0,19.0,139.0902036573403,7.130212263108629
cell_type,Plasmablast,Subject3,D4,4.0,HCST,32,136602.0,158.0,1156.6448514663036,10.176977008097802
cell_type,Plasmablast,Subject3,D4,4.0,HLA-DRA,32,136602.0,670.0,4904.759813179895,12.26026088569644
cell_type,Plasmablast,Subject3,D4,4.0,HLA-DRB1,32,136602.0,424.0,3103.907702669068,11.60033466780004
cell_type,Plasmablast,Subject3,D4,4.0,HLA-DPB1,32,136602.0,437.0,3199.074684118827,11.643889860134271
cell_type,Plasmablast,Subject3,D4,4.0,HLA-DPA1,32,136602.0,530.0,3879.884628336335,11.922169829715086
cell_type,Plasmablast,Subject3,D4,4.0,HLA-DRB5,32,136602.0,305.0,2232.7637955520418,11.125260923929103
cell_type,Plasmablast,Subject3,D6,6.0,VIM,43,170749.0,789.0,4620.8176914652495,12.174244638191933
cell_type,Plasmablast,Subject3,D6,6.0,FTH1,43,170749.0,1860.0,10893.182390526446,13.411270305659546
cell_type,Plasmablast,Subject3,D6,6.0,EEF1A1,43,170749.0,5928.0,34717.6264575488,15.083422252387127
cell_type,Plasmablast,Subject3,D6,6.0,B2M,43,170749.0,3588.0,21013.300224305854,14.359083795128905
cell_type,Plasmablast,Subject3,D6,6.0,MT-CO2,43,170749.0,2850.0,16691.16656612923,14.02688360155681
cell_type,Plasmablast,Subject3,D6,6.0,MT-CO1,43,170749.0,2769.0,16216.786042670823,13.985289264254623
cell_type,Plasmablast,Subject3,D6,6.0,MT-ATP6,43,170749.0,1953.0,11437.841510052767,13.481653327440808
cell_type,Plasmablast,Subject3,D6,6.0,MT-CYB,43,170749.0,1128.0,6606.18803038378,12.689820686837878
cell_type,Plasmablast,Subject3,D6,6.0,RPS12,43,170749.0,3115.0,18243.152229295632,14.15514649276247
cell_type,Plasmablast,Subject3,D6,6.0,MT-CO3,43,170749.0,1593.0,9329.48362801539,13.187736147052778
cell_type,Plasmablast,Subject3,D6,6.0,MALAT1,43,170749.0,4791.0,28058.729480114085,14.77621347975533
cell_type,Plasmablast,Subject3,D6,6.0,ANXA1,43,170749.0,40.0,234.26198689304184,7.878124421721433
cell_type,Plasmablast,Subject3,D6,6.0,MT-ND3,43,170749.0,1381.0,8087.89509748227,12.981726935865325
cell_type,Plasmablast,Subject3,D6,6.0,TMSB4X,43,170749.0,2025.0,11859.513086460242,13.53387880185161
cell_type,Plasmablast,Subject3,D6,6.0,HLA-B,43,170749.0,1855.0,10863.899642164813,13.407387228121124
cell_type,Plasmablast,Subject3,D6,6.0,S100A10,43,170749.0,133.0,778.9211064193642,9.607184384090514
cell_type,Plasmablast,Subject3,D6,6.0,TAGLN2,43,170749.0,819.0,4796.5141816350315,12.228071355750652
cell_type,Plasmablast,Subject3,D6,6.0,GAPDH,43,170749.0,417.0,2442.181213359961,11.254545158467845
cell_type,Plasmablast,Subject3,D6,6.0,RPS8,43,170749.0,2994.0,17534.509718944184,14.09799174674155
cell_type,Plasmablast,Subject3,D6,6.0,PTMA,43,170749.0,710.0,4158.150267351492,12.022073094206712
cell_type,Plasmablast,Subject3,D6,6.0,SRGN,43,170749.0,432.0,2530.029458444852,11.305508583617984
cell_type,Plasmablast,Subject3,D6,6.0,S100A11,43,170749.0,183.0,1071.7485900356664,10.067096289547138
cell_type,Plasmablast,Subject3,D6,6.0,MT-ND4L,43,170749.0,887.0,5194.759559353203,12.343118954371118
cell_type,Plasmablast,Subject3,D6,6.0,SH3BGRL3,43,170749.0,485.0,2840.4265910781323,11.472399728168314
cell_type,Plasmablast,Subject3,D6,6.0,LMNA,43,170749.0,8.0,46.85239737860837,5.580519299631868
cell_type,Plasmablast,Subject3,D6,6.0,FTL,43,170749.0,1065.0,6237.225401027239,12.606919966112418
cell_type,Plasmablast,Subject3,D6,6.0,SAT1,43,170749.0,112.0,655.9335633005171,9.359603665735822
cell_type,Plasmablast,Subject3,D6,6.0,NEAT1,43,170749.0,62.0,363.1060796842148,8.508215020249649
cell_type,Plasmablast,Subject3,D6,6.0,S100A6,43,170749.0,549.0,3215.2457701069993,11.651161939240776
cell_type,Plasmablast,Subject3,D6,6.0,TYROBP,43,170749.0,522.0,3057.118928954196,11.57842879825292
cell_type,Plasmablast,Subject3,D6,6.0,CD74,43,170749.0,5866.0,34354.52037786459,15.068254315037478
cell_type,Plasmablast,Subject3,D6,6.0,LYZ,43,170749.0,85.0,497.80672214771386,8.962337097492073
cell_type,Plasmablast,Subject3,D6,6.0,TMSB10,43,170749.0,1896.0,11104.018178730184,13.438924134104079
cell_type,Plasmablast,Subject3,D6,6.0,ACTB,43,170749.0,2467.0,14448.108041628355,13.818692815968337
cell_type,Plasmablast,Subject3,D6,6.0,MT-ND4,43,170749.0,802.0,4696.952837205489,12.19781651485526
cell_type,Plasmablast,Subject3,D6,6.0,MT-ND2,43,170749.0,605.0,3543.2125517572576,11.791249411740935
cell_type,Plasmablast,Subject3,D6,6.0,CST3,43,170749.0,965.0,5651.5704337946345,12.464691348437325
cell_type,Plasmablast,Subject3,D6,6.0,LY6E,43,170749.0,31.0,181.5530398421074,7.512171882259488
cell_type,Plasmablast,Subject3,D6,6.0,ISG15,43,170749.0,15.0,87.84824508489069,6.473271375560797
cell_type,Plasmablast,Subject3,D6,6.0,IFITM1,43,170749.0,34.0,199.12268885908557,7.644740931475462
cell_type,Plasmablast,Subject3,D6,6.0,IFITM2,43,170749.0,80.0,468.5239737860837,8.875055013211348
cell_type,Plasmablast,Subject3,D6,6.0,IFI6,43,170749.0,6.0,35.13929803395627,5.175496578600511
cell_type,Plasmablast,Subject3,D6,6.0,IFITM3,43,170749.0,16.0,93.70479475721675,6.5653655638476325
cell_type,Plasmablast,Subject3,D6,6.0,MX1,43,170749.0,38.0,222.54888754838976,7.804446556355728
cell_type,Plasmablast,Subject3,D6,6.0,PSME2,43,170749.0,122.0,714.4990600237776,9.482806061408812
cell_type,Plasmablast,Subject3,D6,6.0,IRF7,43,170749.0,736.0,4310.42055883197,12.073947582169932
cell_type,Plasmablast,Subject3,D6,6.0,XAF1,43,170749.0,5.0,29.28274836163023,4.92042424036166
cell_type,Plasmablast,Subject3,D6,6.0,HLA-A,43,170749.0,1044.0,6114.237857908392,12.578192899481976
cell_type,Plasmablast,Subject3,D6,6.0,MT2A,43,170749.0,15.0,87.84824508489069,6.473271375560797
cell_type,Plasmablast,Subject3,D6,6.0,MYL12A,43,170749.0,536.0,3139.1106243667605,11.616599670025497
cell_type,Plasmablast,Subject3,D6,6.0,IFI44L,43,170749.0,8.0,46.85239737860837,5.580519299631868
cell_type,Plasmablast,Subject3,D6,6.0,PFN1,43,170749.0,843.0,4937.071373770857,12.269731973682495
cell_type,Plasmablast,Subject3,D6,6.0,UBC,43,170749.0,491.0,2875.565889112089,11.49013180087992
cell_type,Plasmablast,Subject3,D6,6.0,IFIT3,43,170749.0,2.0,11.713099344652093,3.6682438847951175
cell_type,Plasmablast,Subject3,D6,6.0,OAS1,43,170749.0,49.0,286.97093394397626,8.16977939182055
cell_type,Plasmablast,Subject3,D6,6.0,TYMP,43,170749.0,37.0,216.6923378760637,7.766146819612562
cell_type,Plasmablast,Subject3,D6,6.0,EPSTI1,43,170749.0,8.0,46.85239737860837,5.580519299631868
cell_type,Plasmablast,Subject3,D6,6.0,TNFAIP3,43,170749.0,16.0,93.70479475721675,6.5653655638476325
cell_type,Plasmablast,Subject3,D6,6.0,H3F3B,43,170749.0,712.0,4169.863366696145,12.026130336419653
cell_type,Plasmablast,Subject3,D6,6.0,NFKBIA,43,170749.0,87.0,509.51982149236596,8.995823166183559
cell_type,Plasmablast,Subject3,D6,6.0,ZFP36,43,170749.0,158.0,925.3348482275152,9.855389977812118
cell_type,Plasmablast,Subject3,D6,6.0,NR4A2,43,170749.0,10.0,58.56549672326046,5.896404987314458
cell_type,Plasmablast,Subject3,D6,6.0,MYADM,43,170749.0,56.0,327.96678165025855,8.361798100884222
cell_type,Plasmablast,Subject3,D6,6.0,REL,43,170749.0,47.0,275.25783459932416,8.109871569309805
cell_type,Plasmablast,Subject3,D6,6.0,TSC22D3,43,170749.0,161.0,942.9044972444933,9.88249708715657
cell_type,Plasmablast,Subject3,D6,6.0,CREM,43,170749.0,16.0,93.70479475721675,6.5653655638476325
cell_type,Plasmablast,Subject3,D6,6.0,JUNB,43,170749.0,209.0,1224.0188815161437,10.258588270673421
cell_type,Plasmablast,Subject3,D6,6.0,KDM6B,43,170749.0,13.0,76.13514574023858,6.269316452199083
cell_type,Plasmablast,Subject3,D6,6.0,MCL1,43,170749.0,72.0,421.6715764074753,8.723393287819459
cell_type,Plasmablast,Subject3,D6,6.0,CD69,43,170749.0,4.0,23.426198689304186,4.610357457518329
cell_type,Plasmablast,Subject3,D6,6.0,DUSP2,43,170749.0,7.0,40.99584770628232,5.392174784928836
cell_type,Plasmablast,Subject3,D6,6.0,CXCR4,43,170749.0,67.0,392.38882804584506,8.619812176492033
cell_type,Plasmablast,Subject3,D6,6.0,ACTG1,43,170749.0,875.0,5124.48096328529,12.323471674800038
cell_type,Plasmablast,Subject3,D6,6.0,LDHB,43,170749.0,178.0,1042.4658416740363,10.027167658658573
cell_type,Plasmablast,Subject3,D6,6.0,ARPC1B,43,170749.0,264.0,1546.1291134940761,10.595377884567904
cell_type,Plasmablast,Subject3,D6,6.0,COX5A,43,170749.0,154.0,901.9086495382111,9.818436222303832
cell_type,Plasmablast,Subject3,D6,6.0,C1QBP,43,170749.0,88.0,515.376371164692,9.0122791757346
cell_type,Plasmablast,Subject3,D6,6.0,NAP1L1,43,170749.0,100.0,585.6549672326046,9.196368441978837
cell_type,Plasmablast,Subject3,D6,6.0,ATP5G3,43,170749.0,171.0,1001.4699939677539,9.969343339096113
cell_type,Plasmablast,Subject3,D6,6.0,PPIB,43,170749.0,640.0,3748.1917902886694,11.872363913387865
cell_type,Plasmablast,Subject3,D6,6.0,H2AFY,43,170749.0,86.0,503.6632718200399,8.979177284354009
cell_type,Plasmablast,Subject3,D6,6.0,COX8A,43,170749.0,176.0,1030.752742329384,10.0108815575985
cell_type,Plasmablast,Subject3,D6,6.0,SET,43,170749.0,67.0,392.38882804584506,8.619812176492033
cell_type,Plasmablast,Subject3,D6,6.0,TXN,43,170749.0,343.0,2008.796537607834,10.972833741766939
cell_type,Plasmablast,Subject3,D6,6.0,IDH2,43,170749.0,40.0,234.26198689304184,7.878124421721433
cell_type,Plasmablast,Subject3,D6,6.0,UCP2,43,170749.0,345.0,2020.5096369524858,10.981217365912268
cell_type,Plasmablast,Subject3,D6,6.0,OSTC,43,170749.0,115.0,673.5032123174952,9.397681503791091
cell_type,Plasmablast,Subject3,D6,6.0,MIF,43,170749.0,220.0,1288.4409279117301,10.332529966311201
cell_type,Plasmablast,Subject3,D6,6.0,CLIC1,43,170749.0,233.0,1364.5760736519685,10.4152939708073
cell_type,Plasmablast,Subject3,D6,6.0,MZT2B,43,170749.0,38.0,222.54888754838976,7.804446556355728
cell_type,Plasmablast,Subject3,D6,6.0,PPM1G,43,170749.0,102.0,597.3680665772566,9.224889373991026
cell_type,Plasmablast,Subject3,D6,6.0,PDIA6,43,170749.0,84.0,491.95017247538783,8.945298015778198
cell_type,Plasmablast,Subject3,D6,6.0,DUT,43,170749.0,48.0,281.1143842716502,8.140136416805333
cell_type,Plasmablast,Subject3,D6,6.0,SNX3,43,170749.0,113.0,661.7901129728432,9.372408271405547
cell_type,Plasmablast,Subject3,D6,6.0,NDUFB3,43,170749.0,41.0,240.11853656536786,7.913598755617502
cell_type,Plasmablast,Subject3,D6,6.0,GNG5,43,170749.0,182.0,1065.8920403633404,10.059198480775189
cell_type,Plasmablast,Subject3,D6,6.0,MTRNR2L8,43,170749.0,3721.0,21792.221330725217,14.411591841463183
cell_type,Plasmablast,Subject3,D6,6.0,CD52,43,170749.0,196.0,1147.883735775905,10.166017092823333
cell_type,Plasmablast,Subject3,D6,6.0,RPLP0,43,170749.0,2097.0,12281.184662867718,13.584279578853566
cell_type,Plasmablast,Subject3,D6,6.0,RPS2,43,170749.0,1092.0,6395.352242180042,12.643033673770137
cell_type,Plasmablast,Subject3,D6,6.0,IL32,43,170749.0,48.0,281.1143842716502,8.140136416805333
cell_type,Plasmablast,Subject3,D6,6.0,FOS,43,170749.0,522.0,3057.118928954196,11.57842879825292
cell_type,Plasmablast,Subject3,D6,6.0,JUN,43,170749.0,212.0,1241.5885305331217,10.279132927605446
cell_type,Plasmablast,Subject3,D6,6.0,AC090498.1,43,170749.0,324.0,1897.5220938336388,10.890661072915247
cell_type,Plasmablast,Subject3,D6,6.0,MT-ND1,43,170749.0,875.0,5124.48096328529,12.323471674800038
cell_type,Plasmablast,Subject3,D6,6.0,CCR7,43,170749.0,2.0,11.713099344652093,3.6682438847951175
cell_type,Plasmablast,Subject3,D6,6.0,S100A4,43,170749.0,319.0,1868.2393454720086,10.86823559447152
cell_type,Plasmablast,Subject3,D6,6.0,PSAP,43,170749.0,328.0,1920.948292522943,10.908353807493729
cell_type,Plasmablast,Subject3,D6,6.0,NKG7,43,170749.0,108.0,632.507364611213,9.307217580768777
cell_type,Plasmablast,Subject3,D6,6.0,CST7,43,170749.0,13.0,76.13514574023858,6.269316452199083
cell_type,Plasmablast,Subject3,D6,6.0,CCL5,43,170749.0,75.0,439.24122542445343,8.78215043934448
cell_type,Plasmablast,Subject3,D6,6.0,GNLY,43,170749.0,107.0,626.6508149388868,9.29381834815567
cell_type,Plasmablast,Subject3,D6,6.0,CTSW,43,170749.0,21.0,122.98754311884696,6.954051371810901
cell_type,Plasmablast,Subject3,D6,6.0,HCST,43,170749.0,147.0,860.9128018319288,9.751398111608896
cell_type,Plasmablast,Subject3,D6,6.0,HLA-DRA,43,170749.0,854.0,5001.493420166444,12.288431649202002
cell_type,Plasmablast,Subject3,D6,6.0,HLA-DRB1,43,170749.0,547.0,3203.532670762347,11.645898263118333
cell_type,Plasmablast,Subject3,D6,6.0,HLA-DPB1,43,170749.0,532.0,3115.6844256774566,11.605796369507132
cell_type,Plasmablast,Subject3,D6,6.0,HLA-DPA1,43,170749.0,612.0,3584.20839946354,11.8078412663882
cell_type,Plasmablast,Subject3,D6,6.0,HLA-DRB5,43,170749.0,347.0,2032.222736297138,10.989552553435235
cell_type,Plasmablast,Subject3,D8,8.0,VIM,31,189037.0,722.0,3819.3581150780005,11.899492165496744
cell_type,Plasmablast,Subject3,D8,8.0,FTH1,31,189037.0,1450.0,7670.456048286843,12.905284713013394
cell_type,Plasmablast,Subject3,D8,8.0,EEF1A1,31,189037.0,4630.0,24492.55965763316,14.580114836065652
cell_type,Plasmablast,Subject3,D8,8.0,B2M,31,189037.0,3838.0,20302.903664362002,14.309469508723055
cell_type,Plasmablast,Subject3,D8,8.0,MT-CO2,31,189037.0,2931.0,15504.90115691637,13.920529753086877
cell_type,Plasmablast,Subject3,D8,8.0,MT-CO1,31,189037.0,2496.0,13203.764342430319,13.688770934364502
cell_type,Plasmablast,Subject3,D8,8.0,MT-ATP6,31,189037.0,1829.0,9675.354560218371,13.24024791806602
cell_type,Plasmablast,Subject3,D8,8.0,MT-CYB,31,189037.0,1022.0,5406.349021620106,12.40070576398004
cell_type,Plasmablast,Subject3,D8,8.0,RPS12,31,189037.0,2659.0,14066.029401651529,13.780030079837763
cell_type,Plasmablast,Subject3,D8,8.0,MT-CO3,31,189037.0,1621.0,8575.040865015842,13.066096064946489
cell_type,Plasmablast,Subject3,D8,8.0,MALAT1,31,189037.0,3961.0,20953.569936044267,14.354977291974645
cell_type,Plasmablast,Subject3,D8,8.0,ANXA1,31,189037.0,33.0,174.5689997196316,7.4558943199613035
cell_type,Plasmablast,Subject3,D8,8.0,MT-ND3,31,189037.0,1347.0,7125.589170374054,12.79899604374943
cell_type,Plasmablast,Subject3,D8,8.0,TMSB4X,31,189037.0,1585.0,8384.60195623079,13.033698635308955
cell_type,Plasmablast,Subject3,D8,8.0,HLA-B,31,189037.0,1664.0,8802.509561620212,13.10386306043146
cell_type,Plasmablast,Subject3,D8,8.0,S100A10,31,189037.0,187.0,989.2243317445792,9.95161158934339
cell_type,Plasmablast,Subject3,D8,8.0,TAGLN2,31,189037.0,552.0,2920.0632680374742,11.512277890859105
cell_type,Plasmablast,Subject3,D8,8.0,GAPDH,31,189037.0,365.0,1930.8389362928951,10.915759101663006
cell_type,Plasmablast,Subject3,D8,8.0,RPS8,31,189037.0,2571.0,13600.512069065844,13.731479423178227
cell_type,Plasmablast,Subject3,D8,8.0,PTMA,31,189037.0,696.0,3681.8189031776847,11.846594741386276
cell_type,Plasmablast,Subject3,D8,8.0,SRGN,31,189037.0,376.0,1989.0286028661055,10.95857345156997
cell_type,Plasmablast,Subject3,D8,8.0,S100A11,31,189037.0,134.0,708.8559382554738,9.471382456289588
cell_type,Plasmablast,Subject3,D8,8.0,MT-ND4L,31,189037.0,855.0,4522.924083645001,12.14335900420471
cell_type,Plasmablast,Subject3,D8,8.0,SH3BGRL3,31,189037.0,425.0,2248.237117601316,11.135220044646285
cell_type,Plasmablast,Subject3,D8,8.0,LMNA,31,189037.0,14.0,74.05957563863159,6.229964228627141
cell_type,Plasmablast,Subject3,D8,8.0,FTL,31,189037.0,967.0,5115.400688754054,12.32091353735742
cell_type,Plasmablast,Subject3,D8,8.0,SAT1,31,189037.0,96.0,507.8370900934737,8.991060024987524
cell_type,Plasmablast,Subject3,D8,8.0,NEAT1,31,189037.0,67.0,354.4279691277369,8.473413403314098
cell_type,Plasmablast,Subject3,D8,8.0,S100A6,31,189037.0,720.0,3808.778175701053,11.89549128392069
cell_type,Plasmablast,Subject3,D8,8.0,TYROBP,31,189037.0,401.0,2121.277845077948,11.05139782850945
cell_type,Plasmablast,Subject3,D8,8.0,CD74,31,189037.0,4551.0,24074.65205224374,14.555287251337788
cell_type,Plasmablast,Subject3,D8,8.0,LYZ,31,189037.0,124.0,655.956241370737,9.359653468298152
cell_type,Plasmablast,Subject3,D8,8.0,TMSB10,31,189037.0,1989.0,10521.749710374159,13.361224125545252
cell_type,Plasmablast,Subject3,D8,8.0,ACTB,31,189037.0,2192.0,11595.613557134317,13.501415950625901
cell_type,Plasmablast,Subject3,D8,8.0,MT-ND4,31,189037.0,787.0,4163.2061448287905,12.023825774231389
cell_type,Plasmablast,Subject3,D8,8.0,MT-ND2,31,189037.0,513.0,2713.7544501870007,11.406605996681353
cell_type,Plasmablast,Subject3,D8,8.0,CST3,31,189037.0,988.0,5226.490052212001,12.351902696065546
cell_type,Plasmablast,Subject3,D8,8.0,LY6E,31,189037.0,89.0,470.80730227415796,8.882053937460173
cell_type,Plasmablast,Subject3,D8,8.0,ISG15,31,189037.0,73.0,386.167787258579,8.596815113731358
cell_type,Plasmablast,Subject3,D8,8.0,IFITM1,31,189037.0,93.0,491.9671810280527,8.945347793083563
cell_type,Plasmablast,Subject3,D8,8.0,IFITM2,31,189037.0,131.0,692.9860291900527,9.438762809608368
cell_type,Plasmablast,Subject3,D8,8.0,IFI6,31,189037.0,17.0,89.92948470405265,6.506676272024016
cell_type,Plasmablast,Subject3,D8,8.0,IFITM3,31,189037.0,30.0,158.69909065421055,7.319212287668542
cell_type,Plasmablast,Subject3,D8,8.0,MX1,31,189037.0,114.0,603.056544486,9.238539793350444
cell_type,Plasmablast,Subject3,D8,8.0,PSME2,31,189037.0,144.0,761.7556351402106,9.575077123062833
cell_type,Plasmablast,Subject3,D8,8.0,IRF7,31,189037.0,788.0,4168.496114517264,12.025657328521078
cell_type,Plasmablast,Subject3,D8,8.0,XAF1,31,189037.0,18.0,95.21945439252633,6.5882567136025685
cell_type,Plasmablast,Subject3,D8,8.0,HLA-A,31,189037.0,1075.0,5686.717415109212,12.473634073468228
cell_type,Plasmablast,Subject3,D8,8.0,MT2A,31,189037.0,17.0,89.92948470405265,6.506676272024016
cell_type,Plasmablast,Subject3,D8,8.0,MYL12A,31,189037.0,469.0,2480.995783894158,11.277284949461478
cell_type,Plasmablast,Subject3,D8,8.0,IFI44L,31,189037.0,32.0,169.2790300311579,7.411756966935431
cell_type,Plasmablast,Subject3,D8,8.0,PFN1,31,189037.0,767.0,4057.406751059317,11.986697750133313
cell_type,Plasmablast,Subject3,D8,8.0,UBC,31,189037.0,457.0,2417.5161476324743,11.239906454875683
cell_type,Plasmablast,Subject3,D8,8.0,IFIT3,31,189037.0,1.0,5.289969688473684,2.6530530647366684
cell_type,Plasmablast,Subject3,D8,8.0,OAS1,31,189037.0,70.0,370.29787819315794,8.53643326061253
cell_type,Plasmablast,Subject3,D8,8.0,TYMP,31,189037.0,68.0,359.7179388162106,8.494727361160958
cell_type,Plasmablast,Subject3,D8,8.0,EPSTI1,31,189037.0,13.0,68.76960595015791,6.124526780394818
cell_type,Plasmablast,Subject3,D8,8.0,TNFAIP3,31,189037.0,26.0,137.53921190031582,7.114150561771362
