scope,stratum,subject,timepoint_merged,day_merged_numeric,gene,n_cells,total_counts,gene_counts,cpm,log2_cpm
cell_type,Monocyte,Subject2,D14/15,14.5,HLA-DRB5,144,1045163.0,1757.0,1681.07749700286,10.71602845991396
cell_type,Monocyte,Subject2,D28,28.0,VIM,1477,5591693.0,79219.0,14167.265620626884,13.790375544039394
cell_type,Monocyte,Subject2,D28,28.0,FTH1,1477,5591693.0,320272.0,57276.39196214813,15.8056781827498
cell_type,Monocyte,Subject2,D28,28.0,EEF1A1,1477,5591693.0,69942.0,12508.197427863082,13.61070161078103
cell_type,Monocyte,Subject2,D28,28.0,B2M,1477,5591693.0,90206.0,16132.144593775089,13.977740048525428
cell_type,Monocyte,Subject2,D28,28.0,MT-CO2,1477,5591693.0,90236.0,16137.509695185341,13.97821973916666
cell_type,Monocyte,Subject2,D28,28.0,MT-CO1,1477,5591693.0,100218.0,17922.65777109008,14.129577465031955
cell_type,Monocyte,Subject2,D28,28.0,MT-ATP6,1477,5591693.0,46348.0,8288.72400541303,13.017108354700337
cell_type,Monocyte,Subject2,D28,28.0,MT-CYB,1477,5591693.0,28834.0,5156.577802107519,12.33247796400566
cell_type,Monocyte,Subject2,D28,28.0,RPS12,1477,5591693.0,46980.0,8401.748808455686,13.036645641553973
cell_type,Monocyte,Subject2,D28,28.0,MT-CO3,1477,5591693.0,55714.0,9963.708665693915,13.28261191083001
cell_type,Monocyte,Subject2,D28,28.0,MALAT1,1477,5591693.0,205888.0,36820.333305136744,15.16825424735303
cell_type,Monocyte,Subject2,D28,28.0,ANXA1,1477,5591693.0,16917.0,3025.3806852414823,11.5633777587224
cell_type,Monocyte,Subject2,D28,28.0,MT-ND3,1477,5591693.0,45216.0,8086.280845532829,12.981438997195749
cell_type,Monocyte,Subject2,D28,28.0,TMSB4X,1477,5591693.0,73335.0,13114.990397362659,13.679039130150125
cell_type,Monocyte,Subject2,D28,28.0,HLA-B,1477,5591693.0,47328.0,8463.983984814617,13.047291623302746
cell_type,Monocyte,Subject2,D28,28.0,S100A10,1477,5591693.0,34242.0,6123.726749662401,12.58042976539759
cell_type,Monocyte,Subject2,D28,28.0,TAGLN2,1477,5591693.0,10195.0,1823.2402959175333,10.833080063997512
cell_type,Monocyte,Subject2,D28,28.0,GAPDH,1477,5591693.0,23715.0,4241.112664804738,12.050567222078557
cell_type,Monocyte,Subject2,D28,28.0,RPS8,1477,5591693.0,35535.0,6354.962620444291,12.63389492485226
cell_type,Monocyte,Subject2,D28,28.0,PTMA,1477,5591693.0,23916.0,4277.058844253432,12.062740611421415
cell_type,Monocyte,Subject2,D28,28.0,SRGN,1477,5591693.0,39477.0,7059.936945751492,12.785643918201332
cell_type,Monocyte,Subject2,D28,28.0,S100A11,1477,5591693.0,37722.0,6746.078513251711,12.720047234704078
cell_type,Monocyte,Subject2,D28,28.0,MT-ND4L,1477,5591693.0,25461.0,4553.361566881444,12.153033115012413
cell_type,Monocyte,Subject2,D28,28.0,SH3BGRL3,1477,5591693.0,26340.0,4710.559038201846,12.201988806180058
cell_type,Monocyte,Subject2,D28,28.0,LMNA,1477,5591693.0,12793.0,2287.858078045415,11.160412295197554
cell_type,Monocyte,Subject2,D28,28.0,FTL,1477,5591693.0,165493.0,29596.22425623152,14.853174260148776
cell_type,Monocyte,Subject2,D28,28.0,SAT1,1477,5591693.0,60047.0,10738.608146048075,13.390653734505314
cell_type,Monocyte,Subject2,D28,28.0,NEAT1,1477,5591693.0,29712.0,5313.596436714248,12.375744429691123
cell_type,Monocyte,Subject2,D28,28.0,S100A6,1477,5591693.0,51585.0,9225.291874929471,13.171535217630653
cell_type,Monocyte,Subject2,D28,28.0,TYROBP,1477,5591693.0,31912.0,5707.037206799444,12.478779023450903
cell_type,Monocyte,Subject2,D28,28.0,CD74,1477,5591693.0,83820.0,14990.093340245969,13.871817986252772
cell_type,Monocyte,Subject2,D28,28.0,LYZ,1477,5591693.0,49711.0,8890.151873502355,13.118154620988154
cell_type,Monocyte,Subject2,D28,28.0,TMSB10,1477,5591693.0,59568.0,10652.945360197707,13.379100166577299
cell_type,Monocyte,Subject2,D28,28.0,ACTB,1477,5591693.0,72881.0,13033.79852935417,13.670080663769456
cell_type,Monocyte,Subject2,D28,28.0,MT-ND4,1477,5591693.0,30596.0,5471.688091603026,12.418033919113476
cell_type,Monocyte,Subject2,D28,28.0,MT-ND2,1477,5591693.0,26152.0,4676.937736030931,12.191656944018693
cell_type,Monocyte,Subject2,D28,28.0,CST3,1477,5591693.0,35195.0,6294.158137794761,12.62002690434533
cell_type,Monocyte,Subject2,D28,28.0,LY6E,1477,5591693.0,6055.0,1082.8563013026646,10.08195778015431
cell_type,Monocyte,Subject2,D28,28.0,ISG15,1477,5591693.0,3117.0,557.4340365252527,9.125243066189245
cell_type,Monocyte,Subject2,D28,28.0,IFITM1,1477,5591693.0,4494.0,803.6921912558504,9.652293222603298
cell_type,Monocyte,Subject2,D28,28.0,IFITM2,1477,5591693.0,11219.0,2006.3690907208245,10.971090191046768
cell_type,Monocyte,Subject2,D28,28.0,IFI6,1477,5591693.0,3143.0,562.083791080805,9.13720581187065
cell_type,Monocyte,Subject2,D28,28.0,IFITM3,1477,5591693.0,28595.0,5113.835827539173,12.320472218748785
cell_type,Monocyte,Subject2,D28,28.0,MX1,1477,5591693.0,876.0,156.66096117937803,7.300681664835024
cell_type,Monocyte,Subject2,D28,28.0,PSME2,1477,5591693.0,3497.0,625.3919877217866,9.290921948783032
cell_type,Monocyte,Subject2,D28,28.0,IRF7,1477,5591693.0,1615.0,288.8212925852689,8.179019780455373
cell_type,Monocyte,Subject2,D28,28.0,XAF1,1477,5591693.0,1815.0,324.5886353202867,8.346906532950115
cell_type,Monocyte,Subject2,D28,28.0,HLA-A,1477,5591693.0,35553.0,6358.181681290443,12.634625411759538
cell_type,Monocyte,Subject2,D28,28.0,MT2A,1477,5591693.0,5234.0,936.0313593754164,9.871953520752399
cell_type,Monocyte,Subject2,D28,28.0,MYL12A,1477,5591693.0,4325.0,773.4687866447604,9.597063285135276
cell_type,Monocyte,Subject2,D28,28.0,IFI44L,1477,5591693.0,751.0,134.30637196999191,7.080085971388114
cell_type,Monocyte,Subject2,D28,28.0,PFN1,1477,5591693.0,20778.0,3715.8692367410013,11.859872218268341
cell_type,Monocyte,Subject2,D28,28.0,UBC,1477,5591693.0,13923.0,2489.9435644982655,11.282476620515906
cell_type,Monocyte,Subject2,D28,28.0,IFIT3,1477,5591693.0,179.0,32.011771747840946,5.0449086652330175
cell_type,Monocyte,Subject2,D28,28.0,OAS1,1477,5591693.0,844.0,150.93818634177518,7.2473406950481545
cell_type,Monocyte,Subject2,D28,28.0,TYMP,1477,5591693.0,9391.0,1679.4555781227618,10.714636690997947
cell_type,Monocyte,Subject2,D28,28.0,EPSTI1,1477,5591693.0,1121.0,200.4759560297749,7.65446386879422
cell_type,Monocyte,Subject2,D28,28.0,TNFAIP3,1477,5591693.0,1999.0,357.4945906365031,8.485807539885254
cell_type,Monocyte,Subject2,D28,28.0,H3F3B,1477,5591693.0,38291.0,6847.8366033328375,12.74164322614408
cell_type,Monocyte,Subject2,D28,28.0,NFKBIA,1477,5591693.0,10357.0,1852.211843532898,10.855812092171583
cell_type,Monocyte,Subject2,D28,28.0,ZFP36,1477,5591693.0,10859.0,1941.9878737977926,10.924061181742637
cell_type,Monocyte,Subject2,D28,28.0,NR4A2,1477,5591693.0,2336.0,417.76256314500813,8.709988662656666
cell_type,Monocyte,Subject2,D28,28.0,MYADM,1477,5591693.0,12105.0,2164.8184190369534,11.080696577960987
cell_type,Monocyte,Subject2,D28,28.0,REL,1477,5591693.0,5321.0,951.5901534651491,9.89571182600509
cell_type,Monocyte,Subject2,D28,28.0,TSC22D3,1477,5591693.0,4505.0,805.6593951062764,9.655815826451464
cell_type,Monocyte,Subject2,D28,28.0,CREM,1477,5591693.0,4445.0,794.929192285771,9.636496280742184
cell_type,Monocyte,Subject2,D28,28.0,JUNB,1477,5591693.0,7738.0,1383.8384904178395,10.435502013528401
cell_type,Monocyte,Subject2,D28,28.0,KDM6B,1477,5591693.0,5635.0,1007.744881559127,9.978345637849902
cell_type,Monocyte,Subject2,D28,28.0,MCL1,1477,5591693.0,10437.0,1866.5187806269048,10.86690703615374
cell_type,Monocyte,Subject2,D28,28.0,CD69,1477,5591693.0,463.0,82.80139843156626,6.388902413912849
cell_type,Monocyte,Subject2,D28,28.0,DUSP2,1477,5591693.0,2788.0,498.59675772614844,8.964620303975229
cell_type,Monocyte,Subject2,D28,28.0,CXCR4,1477,5591693.0,5855.0,1047.0889585676468,10.033545458252792
cell_type,Monocyte,Subject2,D28,28.0,ACTG1,1477,5591693.0,12075.0,2159.453317626701,11.077118342640846
cell_type,Monocyte,Subject2,D28,28.0,LDHB,1477,5591693.0,785.0,140.38682023494496,7.143503831365483
cell_type,Monocyte,Subject2,D28,28.0,ARPC1B,1477,5591693.0,6009.0,1074.6298124736104,10.070965931701563
cell_type,Monocyte,Subject2,D28,28.0,COX5A,1477,5591693.0,2107.0,376.80895571341273,8.56151309004572
cell_type,Monocyte,Subject2,D28,28.0,C1QBP,1477,5591693.0,651.0,116.422700602483,6.875567532470916
cell_type,Monocyte,Subject2,D28,28.0,NAP1L1,1477,5591693.0,4234.0,757.1946457003273,9.566424458141814
cell_type,Monocyte,Subject2,D28,28.0,ATP5G3,1477,5591693.0,2293.0,410.0725844569793,8.683249347648713
cell_type,Monocyte,Subject2,D28,28.0,PPIB,1477,5591693.0,3023.0,540.6233854397944,9.081146220655254
cell_type,Monocyte,Subject2,D28,28.0,H2AFY,1477,5591693.0,2826.0,505.3925528458018,8.984112378009716
cell_type,Monocyte,Subject2,D28,28.0,COX8A,1477,5591693.0,4225.0,755.5851152772515,9.56335858349359
cell_type,Monocyte,Subject2,D28,28.0,SET,1477,5591693.0,1422.0,254.30580684597672,7.996082541513573
cell_type,Monocyte,Subject2,D28,28.0,TXN,1477,5591693.0,2700.0,482.8591269227406,8.918443265223418
cell_type,Monocyte,Subject2,D28,28.0,IDH2,1477,5591693.0,527.0,94.24694810677195,6.573600961543042
cell_type,Monocyte,Subject2,D28,28.0,UCP2,1477,5591693.0,3156.0,564.4086683585813,9.143150191270792
cell_type,Monocyte,Subject2,D28,28.0,OSTC,1477,5591693.0,679.0,121.4301285853855,6.935814821432831
cell_type,Monocyte,Subject2,D28,28.0,MIF,1477,5591693.0,2508.0,448.5224778971235,8.812249447761197
cell_type,Monocyte,Subject2,D28,28.0,CLIC1,1477,5591693.0,8513.0,1522.4369435160336,10.573114071421385
cell_type,Monocyte,Subject2,D28,28.0,MZT2B,1477,5591693.0,476.0,85.12627570934241,6.4283815421778625
cell_type,Monocyte,Subject2,D28,28.0,PPM1G,1477,5591693.0,686.0,122.68198558111114,6.95049157525158
cell_type,Monocyte,Subject2,D28,28.0,PDIA6,1477,5591693.0,807.0,144.3212279357969,7.183101651181636
cell_type,Monocyte,Subject2,D28,28.0,DUT,1477,5591693.0,618.0,110.52108905120507,6.801172744697547
cell_type,Monocyte,Subject2,D28,28.0,SNX3,1477,5591693.0,2181.0,390.0428725253693,8.611182977841887
cell_type,Monocyte,Subject2,D28,28.0,NDUFB3,1477,5591693.0,775.0,138.59845309819406,7.125139144789848
cell_type,Monocyte,Subject2,D28,28.0,GNG5,1477,5591693.0,6459.0,1155.1063336274005,10.175058381412322
cell_type,Monocyte,Subject2,D28,28.0,MTRNR2L8,1477,5591693.0,185.0,33.08479202989148,5.091056275279528
cell_type,Monocyte,Subject2,D28,28.0,CD52,1477,5591693.0,9841.0,1759.932099276552,10.782123565253347
cell_type,Monocyte,Subject2,D28,28.0,RPLP0,1477,5591693.0,14005.0,2504.6081750196226,11.290945109476247
cell_type,Monocyte,Subject2,D28,28.0,RPS2,1477,5591693.0,16235.0,2903.4140465150717,11.504031419908307
cell_type,Monocyte,Subject2,D28,28.0,IL32,1477,5591693.0,369.0,65.99074734610788,6.065889941507067
cell_type,Monocyte,Subject2,D28,28.0,FOS,1477,5591693.0,9356.0,1673.1962931441335,10.70925297297054
cell_type,Monocyte,Subject2,D28,28.0,JUN,1477,5591693.0,3075.0,549.922894550899,9.105706607603722
cell_type,Monocyte,Subject2,D28,28.0,AC090498.1,1477,5591693.0,13556.0,2424.310490579508,11.243953738990724
cell_type,Monocyte,Subject2,D28,28.0,MT-ND1,1477,5591693.0,28312.0,5063.225037569123,12.306125799493794
cell_type,Monocyte,Subject2,D28,28.0,CCR7,1477,5591693.0,530.0,94.78345824779723,6.581704619695762
cell_type,Monocyte,Subject2,D28,28.0,S100A4,1477,5591693.0,29619.0,5296.964622342464,12.371222494669832
cell_type,Monocyte,Subject2,D28,28.0,PSAP,1477,5591693.0,22879.0,4091.605172172364,11.9988037763577
cell_type,Monocyte,Subject2,D28,28.0,NKG7,1477,5591693.0,645.0,115.34968032043247,6.862323436609431
cell_type,Monocyte,Subject2,D28,28.0,CST7,1477,5591693.0,261.0,46.67638226919826,5.575202861721328
cell_type,Monocyte,Subject2,D28,28.0,CCL5,1477,5591693.0,604.0,108.01737505975382,6.768414278124344
cell_type,Monocyte,Subject2,D28,28.0,GNLY,1477,5591693.0,289.0,51.68381025210075,5.7192877843129315
cell_type,Monocyte,Subject2,D28,28.0,CTSW,1477,5591693.0,79.0,14.128100380332038,3.919158936114669
cell_type,Monocyte,Subject2,D28,28.0,HCST,1477,5591693.0,4271.0,763.8116041063056,9.578960602554183
cell_type,Monocyte,Subject2,D28,28.0,HLA-DRA,1477,5591693.0,28183.0,5040.155101505036,12.299538627172394
cell_type,Monocyte,Subject2,D28,28.0,HLA-DRB1,1477,5591693.0,23641.0,4227.878747992781,12.046059480125205
cell_type,Monocyte,Subject2,D28,28.0,HLA-DPB1,1477,5591693.0,9153.0,1636.8924402680905,10.67762490355378
cell_type,Monocyte,Subject2,D28,28.0,HLA-DPA1,1477,5591693.0,11727.0,2097.2181412677696,11.034948960177447
cell_type,Monocyte,Subject2,D28,28.0,HLA-DRB5,1477,5591693.0,13039.0,2331.851909609487,11.187879012021437
cell_type,Plasmablast,Subject2,D0,0.0,VIM,57,347602.0,3715.0,10687.510428593621,13.383773189855908
cell_type,Plasmablast,Subject2,D0,0.0,FTH1,57,347602.0,3879.0,11159.314388294659,13.446090048297645
cell_type,Plasmablast,Subject2,D0,0.0,EEF1A1,57,347602.0,7083.0,20376.752722941757,14.31470733810746
cell_type,Plasmablast,Subject2,D0,0.0,B2M,57,347602.0,4777.0,13742.728752999119,13.746485848309256
cell_type,Plasmablast,Subject2,D0,0.0,MT-CO2,57,347602.0,4725.0,13593.132375532938,13.730696456071401
cell_type,Plasmablast,Subject2,D0,0.0,MT-CO1,57,347602.0,4119.0,11849.759207369347,13.532691866489118
cell_type,Plasmablast,Subject2,D0,0.0,MT-ATP6,57,347602.0,2515.0,7235.286333220177,12.821033779871636
cell_type,Plasmablast,Subject2,D0,0.0,MT-CYB,57,347602.0,1852.0,5327.932520526349,12.37963084924467
cell_type,Plasmablast,Subject2,D0,0.0,RPS12,57,347602.0,3679.0,10583.94370573242,13.369725976181051
cell_type,Plasmablast,Subject2,D0,0.0,MT-CO3,57,347602.0,3331.0,9582.798718074118,13.22638189317634
cell_type,Plasmablast,Subject2,D0,0.0,MALAT1,57,347602.0,12374.0,35598.18413012583,15.119556557120074
cell_type,Plasmablast,Subject2,D0,0.0,ANXA1,57,347602.0,31.0,89.18245579714731,6.494774892045379
cell_type,Plasmablast,Subject2,D0,0.0,MT-ND3,57,347602.0,1783.0,5129.429635042376,12.324863930453704
cell_type,Plasmablast,Subject2,D0,0.0,TMSB4X,57,347602.0,1478.0,4251.989344134959,12.054261524957786
cell_type,Plasmablast,Subject2,D0,0.0,HLA-B,57,347602.0,2054.0,5909.056909914212,12.528956307324744
cell_type,Plasmablast,Subject2,D0,0.0,S100A10,57,347602.0,459.0,1320.4757164803425,10.367934198831676
cell_type,Plasmablast,Subject2,D0,0.0,TAGLN2,57,347602.0,1121.0,3224.9526757613594,11.655509559192472
cell_type,Plasmablast,Subject2,D0,0.0,GAPDH,57,347602.0,775.0,2229.5613949286826,11.123191142677255
cell_type,Plasmablast,Subject2,D0,0.0,RPS8,57,347602.0,4002.0,11513.167358070437,13.491122466597234
cell_type,Plasmablast,Subject2,D0,0.0,PTMA,57,347602.0,1817.0,5227.242651077957,12.352110385126538
cell_type,Plasmablast,Subject2,D0,0.0,SRGN,57,347602.0,1992.0,5730.691998319918,12.484745370808687
cell_type,Plasmablast,Subject2,D0,0.0,S100A11,57,347602.0,221.0,635.784604231276,9.31466164552486
cell_type,Plasmablast,Subject2,D0,0.0,MT-ND4L,57,347602.0,1771.0,5094.907394088642,12.31512334496764
cell_type,Plasmablast,Subject2,D0,0.0,SH3BGRL3,57,347602.0,439.0,1262.9386482241184,10.303710721238044
cell_type,Plasmablast,Subject2,D0,0.0,LMNA,57,347602.0,321.0,923.4699455123964,9.852482608198114
cell_type,Plasmablast,Subject2,D0,0.0,FTL,57,347602.0,1113.0,3201.9378484588697,11.645180088210173
cell_type,Plasmablast,Subject2,D0,0.0,SAT1,57,347602.0,946.0,2721.5033285193986,11.410718097437325
cell_type,Plasmablast,Subject2,D0,0.0,NEAT1,57,347602.0,454.0,1306.0914494162864,10.352144366119806
cell_type,Plasmablast,Subject2,D0,0.0,S100A6,57,347602.0,913.0,2626.5671658966285,11.359511927505105
cell_type,Plasmablast,Subject2,D0,0.0,TYROBP,57,347602.0,426.0,1225.5395538575729,10.260378043819768
cell_type,Plasmablast,Subject2,D0,0.0,CD74,57,347602.0,7039.0,20250.171172778064,14.30571772440103
cell_type,Plasmablast,Subject2,D0,0.0,LYZ,57,347602.0,5.0,14.384267064056019,3.9433838074415224
cell_type,Plasmablast,Subject2,D0,0.0,TMSB10,57,347602.0,2682.0,7715.720853159649,12.913772202893965
cell_type,Plasmablast,Subject2,D0,0.0,ACTB,57,347602.0,1478.0,4251.989344134959,12.054261524957786
cell_type,Plasmablast,Subject2,D0,0.0,MT-ND4,57,347602.0,1117.0,3213.4452621101145,11.650354068356279
cell_type,Plasmablast,Subject2,D0,0.0,MT-ND2,57,347602.0,953.0,2741.641302409077,11.421350235658233
cell_type,Plasmablast,Subject2,D0,0.0,CST3,57,347602.0,421.0,1211.1552867935168,10.243358816093576
cell_type,Plasmablast,Subject2,D0,0.0,LY6E,57,347602.0,38.0,109.32042968682575,6.785556170900291
cell_type,Plasmablast,Subject2,D0,0.0,ISG15,57,347602.0,70.0,201.37973889678426,7.660921052651397
cell_type,Plasmablast,Subject2,D0,0.0,IFITM1,57,347602.0,96.0,276.1779276298755,8.114668566417304
cell_type,Plasmablast,Subject2,D0,0.0,IFITM2,57,347602.0,80.0,230.1482730248963,7.852674773600039
cell_type,Plasmablast,Subject2,D0,0.0,IFI6,57,347602.0,19.0,54.660214843412874,5.798574572240463
cell_type,Plasmablast,Subject2,D0,0.0,IFITM3,57,347602.0,64.0,184.11861841991706,7.532306192229416
cell_type,Plasmablast,Subject2,D0,0.0,MX1,57,347602.0,275.0,791.134688523081,9.629601945765852
cell_type,Plasmablast,Subject2,D0,0.0,PSME2,57,347602.0,158.0,454.54283922417017,8.83144292114597
cell_type,Plasmablast,Subject2,D0,0.0,IRF7,57,347602.0,366.0,1052.9283490889004,10.041561073906818
cell_type,Plasmablast,Subject2,D0,0.0,XAF1,57,347602.0,25.0,71.9213353202801,6.188269074836921
cell_type,Plasmablast,Subject2,D0,0.0,HLA-A,57,347602.0,1572.0,4522.413564939212,12.143196188836363
cell_type,Plasmablast,Subject2,D0,0.0,MT2A,57,347602.0,20.0,57.537068256224075,5.8712785871642295
cell_type,Plasmablast,Subject2,D0,0.0,MYL12A,57,347602.0,380.0,1093.2042968682574,10.095666410874815
cell_type,Plasmablast,Subject2,D0,0.0,IFI44L,57,347602.0,22.0,63.29077508184648,6.006539838685597
cell_type,Plasmablast,Subject2,D0,0.0,PFN1,57,347602.0,949.0,2730.133888757832,11.415284325939291
cell_type,Plasmablast,Subject2,D0,0.0,UBC,57,347602.0,611.0,1757.7574352276454,10.780340807196179
cell_type,Plasmablast,Subject2,D0,0.0,IFIT3,57,347602.0,47.0,135.21211040212657,7.089711166548947
cell_type,Plasmablast,Subject2,D0,0.0,OAS1,57,347602.0,91.0,261.7936605658195,8.037786663378014
cell_type,Plasmablast,Subject2,D0,0.0,TYMP,57,347602.0,96.0,276.1779276298755,8.114668566417304
cell_type,Plasmablast,Subject2,D0,0.0,EPSTI1,57,347602.0,18.0,51.783361430601666,5.72201132438517
cell_type,Plasmablast,Subject2,D0,0.0,TNFAIP3,57,347602.0,251.0,722.0902066156121,9.498031826604008
cell_type,Plasmablast,Subject2,D0,0.0,H3F3B,57,347602.0,1085.0,3121.385952900156,11.608433162118951
cell_type,Plasmablast,Subject2,D0,0.0,NFKBIA,57,347602.0,958.0,2756.025569473133,11.428896932054089
cell_type,Plasmablast,Subject2,D0,0.0,ZFP36,57,347602.0,610.0,1754.8805818148342,10.777979014568414
cell_type,Plasmablast,Subject2,D0,0.0,NR4A2,57,347602.0,71.0,204.25659230959545,7.681284748146284
cell_type,Plasmablast,Subject2,D0,0.0,MYADM,57,347602.0,340.0,978.1301603558092,9.93535684655767
cell_type,Plasmablast,Subject2,D0,0.0,REL,57,347602.0,354.0,1018.406108135166,9.993513187465643
cell_type,Plasmablast,Subject2,D0,0.0,TSC22D3,57,347602.0,57.0,163.9806445302386,7.366152967711307
cell_type,Plasmablast,Subject2,D0,0.0,CREM,57,347602.0,293.0,842.9180499536827,9.720959100240783
cell_type,Plasmablast,Subject2,D0,0.0,JUNB,57,347602.0,271.0,779.6272748718362,9.608490060743883
cell_type,Plasmablast,Subject2,D0,0.0,KDM6B,57,347602.0,540.0,1553.50084291805,10.602235683633351
cell_type,Plasmablast,Subject2,D0,0.0,MCL1,57,347602.0,472.0,1357.874810846888,10.408196835624171
cell_type,Plasmablast,Subject2,D0,0.0,CD69,57,347602.0,174.0,500.5724938291495,8.970314422874075
cell_type,Plasmablast,Subject2,D0,0.0,DUSP2,57,347602.0,53.0,152.4732308789938,7.261843229435383
cell_type,Plasmablast,Subject2,D0,0.0,CXCR4,57,347602.0,183.0,526.4641745444502,9.042929298831982
cell_type,Plasmablast,Subject2,D0,0.0,ACTG1,57,347602.0,468.0,1346.3673971956434,10.395927580035622
cell_type,Plasmablast,Subject2,D0,0.0,LDHB,57,347602.0,139.0,399.8826243807573,8.647036077298415
cell_type,Plasmablast,Subject2,D0,0.0,ARPC1B,57,347602.0,162.0,466.05025287541497,8.867433976698246
cell_type,Plasmablast,Subject2,D0,0.0,COX5A,57,347602.0,181.0,520.7104677188278,9.027105569995928
cell_type,Plasmablast,Subject2,D0,0.0,C1QBP,57,347602.0,82.0,235.9019798505187,7.888146445375197
cell_type,Plasmablast,Subject2,D0,0.0,NAP1L1,57,347602.0,221.0,635.784604231276,9.31466164552486
cell_type,Plasmablast,Subject2,D0,0.0,ATP5G3,57,347602.0,190.0,546.6021484341287,9.096984296577226
cell_type,Plasmablast,Subject2,D0,0.0,PPIB,57,347602.0,1328.0,3820.461332213278,11.899908717055473
cell_type,Plasmablast,Subject2,D0,0.0,H2AFY,57,347602.0,89.0,256.0399537401971,8.005848816053074
cell_type,Plasmablast,Subject2,D0,0.0,COX8A,57,347602.0,187.0,537.9715881956951,9.074065413309956
cell_type,Plasmablast,Subject2,D0,0.0,SET,57,347602.0,131.0,376.86779707826764,8.56173776321486
cell_type,Plasmablast,Subject2,D0,0.0,TXN,57,347602.0,341.0,981.0070137686205,9.93958951848279
cell_type,Plasmablast,Subject2,D0,0.0,IDH2,57,347602.0,61.0,175.48805818148344,7.46342675862411
cell_type,Plasmablast,Subject2,D0,0.0,UCP2,57,347602.0,213.0,612.7697769287864,9.261553796562378
cell_type,Plasmablast,Subject2,D0,0.0,OSTC,57,347602.0,220.0,632.9077508184648,9.308129097773467
cell_type,Plasmablast,Subject2,D0,0.0,MIF,57,347602.0,369.0,1061.558909327334,10.053327112583908
cell_type,Plasmablast,Subject2,D0,0.0,CLIC1,57,347602.0,458.0,1317.5988630675313,10.364790027203389
cell_type,Plasmablast,Subject2,D0,0.0,MZT2B,57,347602.0,95.0,273.30107421706435,8.099616461850076
cell_type,Plasmablast,Subject2,D0,0.0,PPM1G,57,347602.0,58.0,166.85749794304982,7.391093171276415
cell_type,Plasmablast,Subject2,D0,0.0,PDIA6,57,347602.0,222.0,638.6614576440872,9.321164747071448
cell_type,Plasmablast,Subject2,D0,0.0,DUT,57,347602.0,62.0,178.36491159429463,7.486753879251224
cell_type,Plasmablast,Subject2,D0,0.0,SNX3,57,347602.0,124.0,356.72982318858925,8.482726587595554
cell_type,Plasmablast,Subject2,D0,0.0,NDUFB3,57,347602.0,51.0,146.71952405337137,7.206716709130408
cell_type,Plasmablast,Subject2,D0,0.0,GNG5,57,347602.0,376.0,1081.6968832170126,10.080413680619516
cell_type,Plasmablast,Subject2,D0,0.0,MTRNR2L8,57,347602.0,13.0,37.39909436654565,5.26300038061763
cell_type,Plasmablast,Subject2,D0,0.0,CD52,57,347602.0,319.0,917.716238686774,9.843475518911378
cell_type,Plasmablast,Subject2,D0,0.0,RPLP0,57,347602.0,2341.0,6734.713839391028,12.717615132796064
cell_type,Plasmablast,Subject2,D0,0.0,RPS2,57,347602.0,1670.0,4804.34519939471,12.230424357610438
cell_type,Plasmablast,Subject2,D0,0.0,IL32,57,347602.0,17.0,48.906508017790465,5.641156056196946
cell_type,Plasmablast,Subject2,D0,0.0,FOS,57,347602.0,104.0,299.1927549323652,8.229745348114806
cell_type,Plasmablast,Subject2,D0,0.0,JUN,57,347602.0,210.0,604.1392166903528,9.241123272862493
cell_type,Plasmablast,Subject2,D0,0.0,AC090498.1,57,347602.0,1411.0,4059.2401654766086,11.987349350815023
cell_type,Plasmablast,Subject2,D0,0.0,MT-ND1,57,347602.0,1210.0,3480.992629501556,11.765697433833523
cell_type,Plasmablast,Subject2,D0,0.0,CCR7,57,347602.0,247.0,710.5827929643673,9.474887814481654
cell_type,Plasmablast,Subject2,D0,0.0,S100A4,57,347602.0,393.0,1130.603391234803,10.144152690042208
cell_type,Plasmablast,Subject2,D0,0.0,PSAP,57,347602.0,300.0,863.056023843361,9.754981046955885
cell_type,Plasmablast,Subject2,D0,0.0,NKG7,57,347602.0,20.0,57.537068256224075,5.8712785871642295
cell_type,Plasmablast,Subject2,D0,0.0,CST7,57,347602.0,3.0,8.63056023843361,3.26761972638651
cell_type,Plasmablast,Subject2,D0,0.0,CCL5,57,347602.0,26.0,74.7981887330913,6.244091469180722
cell_type,Plasmablast,Subject2,D0,0.0,GNLY,57,347602.0,7.0,20.137973889678427,4.401765193490701
cell_type,Plasmablast,Subject2,D0,0.0,CTSW,57,347602.0,6.0,17.26112047686722,4.190703384679676
cell_type,Plasmablast,Subject2,D0,0.0,HCST,57,347602.0,168.0,483.3113733522822,8.919791072718953
cell_type,Plasmablast,Subject2,D0,0.0,HLA-DRA,57,347602.0,1139.0,3276.736037191961,11.678483960585808
cell_type,Plasmablast,Subject2,D0,0.0,HLA-DRB1,57,347602.0,777.0,2235.3151017543055,11.126907766094547
cell_type,Plasmablast,Subject2,D0,0.0,HLA-DPB1,57,347602.0,378.0,1087.450590042635,10.088060202874118
cell_type,Plasmablast,Subject2,D0,0.0,HLA-DPA1,57,347602.0,572.0,1645.5601521280084,10.68523950208676
cell_type,Plasmablast,Subject2,D0,0.0,HLA-DRB5,57,347602.0,412.0,1185.2636060782158,10.212208919271166
cell_type,Plasmablast,Subject2,D2,2.0,VIM,53,285514.0,3595.0,12591.326519890443,13.620257235173879
