pattern,broad_cell_type,timepoint_merged,day_merged_numeric,n_subjects,n_subject_groups,total_cells,mean_subject_score,sd_subject_score,median_subject_score,min_subject_score,max_subject_score,se_subject_score,n_cells_cell_level,mean_cell_score,median_cell_score
Pattern5,NK_cell,D4,4.0,3,3,103,0.03485346182055354,0.03278242195160799,0.017147063447488616,0.01473167556267183,0.07268164645150016,0.018926940138448773,103,0.05955394649834666,0.0019721544813364
Pattern5,Neutrophil,D4,4.0,3,3,10,0.04575236855695645,0.00894741848964256,0.045326572842896,0.037025449797511066,0.05490508303046228,0.005165794473547367,10,0.04762549102306366,0.0492453332990408
Pattern5,Plasmablast,D4,4.0,3,3,4,0.6096298322081565,0.19416740877874797,0.689214766025543,0.3883141949772835,0.751360535621643,0.11210260572626225,4,0.5543009229004382,0.656100809574127
Pattern5,T_cell,D4,4.0,3,3,348,0.07365296890005237,0.024296141270174702,0.07412169112187807,0.04912585773424945,0.0977113578440296,0.014027383702604541,348,0.06802892722058393,0.0077236404176801
Pattern5,B_cell,D6,6.0,3,3,61,0.15728404324323272,0.07563376575616328,0.13925260812897025,0.09229559177423219,0.24030392982649576,0.04366717501914597,61,0.15267149122945978,0.10961239784956
Pattern5,Monocyte,D6,6.0,3,3,64,0.20019537334947626,0.0429959894710495,0.20263614830371493,0.15603098659642,0.24191898514829385,0.024823746095184746,64,0.21001248197348413,0.1924734860658645
Pattern5,NK_cell,D6,6.0,3,3,110,0.07323875091269964,0.021281632184642314,0.07535861215646937,0.050976520659105566,0.09338111992252396,0.012286956070597843,110,0.08702032947317452,0.00134820316452525
Pattern5,Neutrophil,D6,6.0,3,3,12,0.048089876848583395,0.010391598742020738,0.05124314222484825,0.03648687829263505,0.05653961002826688,0.00599959233101625,12,0.050549254170618924,0.0528857707977295
Pattern5,Plasmablast,D6,6.0,3,3,6,0.6097838779290518,0.10033216196815421,0.6044834852218627,0.512206971645355,0.7126611769199375,0.05792680072069097,6,0.6251632968584696,0.6535687148571014
Pattern5,T_cell,D6,6.0,3,3,347,0.0976057730719913,0.034085114066378666,0.08235312338745489,0.07381056852565948,0.1366536273028595,0.019679049781582823,347,0.0887405340824328,0.0606250651180744
Pattern5,B_cell,D8,8.0,3,3,60,0.12385490550944715,0.0626928286086498,0.15557388168245337,0.051640997260407204,0.16434983758548086,0.03619572147346304,60,0.11792693162975922,0.0595227051526308
Pattern5,Monocyte,D8,8.0,3,3,88,0.17272102940680437,0.07039634316417331,0.17805798602705405,0.09980810077202235,0.24029700142133673,0.04064334767580074,88,0.18908970257482913,0.147332474589348
Pattern5,NK_cell,D8,8.0,3,3,105,0.1394208291472602,0.06944074219334843,0.10388565307322942,0.09493927966090263,0.21943755470764859,0.04009163119805712,105,0.09943361235305341,0.0310280527919531
Pattern5,Neutrophil,D8,8.0,2,2,8,0.04569434372388061,0.02009663485212841,0.04569434372388061,0.0314838769409107,0.05990481050685052,0.014210466782969909,8,0.045694343723880614,0.038131859153509154
Pattern5,Plasmablast,D8,8.0,2,2,4,0.5814968198537828,0.05102295373386406,0.5814968198537828,0.5454181432724,0.6175754964351655,0.03607867658138275,4,0.5814968198537828,0.5777757465839385
Pattern5,T_cell,D8,8.0,3,3,335,0.08988677713041998,0.026175223338218062,0.09391875792745034,0.0619295133447929,0.11381206011901668,0.015112272240418773,335,0.08263657973927686,0.0393929742276669
Pattern5,B_cell,D10,10.0,3,3,46,0.05321519321608136,0.035011497692271194,0.05700292639299305,0.016463834194989126,0.0861788190602619,0.020213897617364737,46,0.065034647976137,0.0005492918717209
Pattern5,Monocyte,D10,10.0,3,3,117,0.15299451098684855,0.07574142545737209,0.15895356406629924,0.07444957704987651,0.22558039184436993,0.04372933237661975,117,0.1537861137894477,0.123239204287529
Pattern5,NK_cell,D10,10.0,3,3,114,0.11222527406807735,0.03898761222617524,0.11093196659997127,0.07390040712429033,0.15184344847997044,0.022509508413843023,114,0.08309798109386946,0.0051823633257299
Pattern5,Neutrophil,D10,10.0,3,3,16,0.031092643564849042,0.018987576627925776,0.024723788204517823,0.0161082427948713,0.052445899695158,0.010962482477391594,16,0.027650580552744938,0.03060542792081835
Pattern5,Plasmablast,D10,10.0,3,3,6,0.583628997206688,0.2890804243453792,0.703759118914604,0.253852874040604,0.793274998664856,0.16690066081325594,6,0.643694058060646,0.7231184840202329
Pattern5,T_cell,D10,10.0,3,3,301,0.06090407836011135,0.015449780749722468,0.058290360142676585,0.046927872232287275,0.0774940027053702,0.008919935074772966,301,0.05768467628458926,0.0001728953211568
Pattern5,B_cell,D14/15,14.5,3,3,23,0.12583500670477102,0.05196009415026696,0.13984472242494417,0.06830641894293871,0.16935387874643018,0.029999174344774927,23,0.12265987503680818,0.0720984116196632
Pattern5,Monocyte,D14/15,14.5,3,3,103,0.15653385113947912,0.032463875829773475,0.14071961872569544,0.1350073849316686,0.19387454976107332,0.018743027449258303,103,0.16757205795607197,0.147419363260269
Pattern5,NK_cell,D14/15,14.5,3,3,144,0.22898506649439251,0.15621016053067668,0.21702323324027223,0.07909969375162049,0.39083227249128477,0.09018797823254084,144,0.17419524671205147,0.1110080629587175
Pattern5,Neutrophil,D14/15,14.5,2,2,2,0.0108060904312879,0.0073281894422393395,0.0108060904312879,0.0056242779828608,0.015987902879715,0.0051818124484271,2,0.0108060904312879,0.0108060904312879
Pattern5,Plasmablast,D14/15,14.5,3,3,5,0.8092036578390331,0.0692460106360897,0.797341585159302,0.74665492773056,0.8836144606272377,0.03997920288105408,5,0.838967978954315,0.797341585159302
Pattern5,T_cell,D14/15,14.5,3,3,323,0.12371076521761264,0.03667509547688317,0.10966980859037227,0.09613064699038598,0.16533184007207966,0.021174376246133726,323,0.1333906081285157,0.0823276937007904
Pattern5,B_cell,D28,28.0,3,3,56,0.10176551342459099,0.04749847686387235,0.07608209476812691,0.07263846283576789,0.15657598266987813,0.027423258403453915,56,0.09717405220607137,0.04921882413327695
Pattern5,Monocyte,D28,28.0,3,3,83,0.20034507868556448,0.028159673021198,0.20630320491940024,0.16968311952258514,0.22504891161470805,0.016257994799080508,83,0.19669115760872882,0.178479075431824
Pattern5,NK_cell,D28,28.0,3,3,106,0.048739333443123846,0.03256723567893148,0.06006832870724599,0.012020605189516352,0.0741290664326092,0.018802702285993077,106,0.057580586641630814,7.84975190981639e-06
Pattern5,Neutrophil,D28,28.0,3,3,11,0.034954773074019216,0.01603543342461436,0.035336218929539136,0.01873201972557581,0.0507960805669427,0.009258061804273424,11,0.0378350108000053,0.040826328098774
Pattern5,Plasmablast,D28,28.0,1,1,1,0.744561016559601,,0.744561016559601,0.744561016559601,0.744561016559601,,1,0.744561016559601,0.744561016559601
Pattern5,T_cell,D28,28.0,3,3,343,0.051195737493948845,0.013899748967565552,0.045750922631431795,0.04084265202069227,0.06699363782972247,0.008025023808092195,343,0.052742013269505714,0.0002118034171871
Pattern6,B_cell,D0,0.0,3,3,73,0.11747557637160311,0.18494348819345668,0.016513714895948103,0.004986814464782005,0.3309261997540792,0.1067771726933606,73,0.10301357340610703,0.0008890915196388
Pattern6,Monocyte,D0,0.0,3,3,110,0.0356768594389389,0.036072826175447235,0.03159446904963182,0.0018188992839745096,0.07361720998321036,0.02082665590282504,110,0.033611802857140306,0.0005769867930212
Pattern6,NK_cell,D0,0.0,3,3,88,0.16439111280421226,0.28458895714062504,0.0001556282081020511,1.158589629994821e-05,0.49300612430823476,0.16430751101353475,88,0.3193719674648014,0.41132891178131104
Pattern6,Neutrophil,D0,0.0,2,2,3,0.00020505843258432263,2.014217672397051e-05,0.00020505843258432263,0.00019081576283494522,0.0002193011023337,1.4242669749377386e-05,3,0.0002003108760011968,0.0002193011023337
Pattern6,Plasmablast,D0,0.0,2,2,2,0.03019507235694618,0.042644065329453786,0.03019507235694618,4.11645851272624e-05,0.0603489801287651,0.030153907771818915,2,0.03019507235694618,0.03019507235694618
Pattern6,T_cell,D0,0.0,3,3,324,0.23257896087874655,0.33002015116377015,0.05365512895139594,0.030659688447421774,0.613422065237422,0.1905372231124037,324,0.18358958798876557,0.0513607207685709
Pattern6,B_cell,D2,2.0,3,3,38,0.09733487893305819,0.14368789674892218,0.029633739620582362,3.7864791769000826e-06,0.26236711069941526,0.08295824586728139,38,0.06693420466030818,0.001244181377842292
Pattern6,Monocyte,D2,2.0,3,3,86,0.035872301714543454,0.03608265101860532,0.032369338808377626,0.0016688858281959696,0.07357868050705677,0.020832328278667107,86,0.034259927294765145,0.0001006979218800366
Pattern6,NK_cell,D2,2.0,3,3,118,0.1583590841544059,0.25487902903789605,0.020987165972822342,0.0016342260366286599,0.4524558604537667,0.14715447602581974,118,0.30089869203782893,0.348534405231476
Pattern6,Neutrophil,D2,2.0,2,2,5,0.01355798247459461,0.01461903271738847,0.01355798247459461,0.003220765305741221,0.023895199643448,0.010337217168853387,5,0.011490539040823932,0.0007828758098185
Pattern6,Plasmablast,D2,2.0,3,3,5,0.03180791768762795,0.05509292951794038,0.0,0.0,0.09542375306288386,0.03180791768762796,5,0.05725425183773032,0.0428859516978264
Pattern6,T_cell,D2,2.0,3,3,348,0.2599636444578382,0.35751988492493675,0.06581369417158947,0.04152346034609352,0.6725537788558316,0.20641420180205627,348,0.1891051304074624,0.0550030209124088
Pattern6,B_cell,D4,4.0,3,3,63,0.12213476298568969,0.18325877517214728,0.02209858540057893,0.010664923256588178,0.33364078029990196,0.10580450317700034,63,0.09722770526123561,0.000228900273214
Pattern6,Monocyte,D4,4.0,3,3,72,0.0318161708385718,0.027637051346709147,0.03086229797840392,0.00466840451793615,0.05991781001937532,0.015956259034630035,72,0.03585165862204005,0.00585016398690635
Pattern6,NK_cell,D4,4.0,3,3,103,0.1637521057024103,0.2680538234103133,0.018150767270221028,8.825661810263348e-06,0.4730967241751996,0.1547609471032528,103,0.36568081642192996,0.421703428030014
Pattern6,Neutrophil,D4,4.0,3,3,10,0.007423421518271592,0.010957372562405306,0.0017532542721406623,0.0004630512967196139,0.0200539589859545,0.006326241998515723,10,0.004768293727192905,0.00065936197643165
Pattern6,Plasmablast,D4,4.0,3,3,4,0.032547116315811316,0.056370890993455776,2.7344717068444854e-06,0.0,0.0976386144757271,0.03254574908953074,4,0.024411020854785196,2.7344717068444854e-06
Pattern6,T_cell,D4,4.0,3,3,348,0.2592995253940448,0.350934054305703,0.060099102635106275,0.05329524703075311,0.6645042265162749,0.2026118707212044,348,0.17564003177231663,0.06673621758818625
Pattern6,B_cell,D6,6.0,3,3,61,0.1171949365436704,0.1729993726779296,0.022941786394859356,0.011789414300080485,0.3168536089360714,0.09988123438523906,61,0.09491429036216402,0.0002310082345502
Pattern6,Monocyte,D6,6.0,3,3,64,0.03550371343499034,0.04334620213282173,0.02265012100360761,3.800303499487567e-05,0.08382301626636854,0.025025941469732558,64,0.04627439831109468,0.01098191924393175
Pattern6,NK_cell,D6,6.0,3,3,110,0.1643406710105252,0.24803569097858494,0.03747893531032105,0.005395103484545417,0.4501479742367092,0.14320347295512084,110,0.34277157655902674,0.37771236896514904
Pattern6,Neutrophil,D6,6.0,3,3,12,0.0014421599083662576,0.0018245899015805615,0.0006196291360538,0.00017363046913485377,0.003533220119910119,0.00105342747083821,12,0.001927758405675644,0.00051593536045395
Pattern6,Plasmablast,D6,6.0,3,3,6,0.06594761151433673,0.08980215769747393,0.029620537560006707,0.0,0.16822229698300348,0.0518472999204458,6,0.07088436777433785,0.03694116786937227
Pattern6,T_cell,D6,6.0,3,3,347,0.24563597766383213,0.345442983417275,0.0642342871727084,0.028682918647722606,0.6439907271710653,0.19944159946563114,347,0.15504671586975016,0.0420856662094593
Pattern6,B_cell,D8,8.0,3,3,60,0.11535253600128574,0.16903719128379266,0.019496002515693237,0.01603198007236206,0.3105296254158019,0.09759366789075596,60,0.09098426667816564,0.00049434958782505
Pattern6,Monocyte,D8,8.0,3,3,88,0.028841711068211276,0.01447871369830488,0.031185876608314306,0.013333944976534437,0.04200531161978508,0.008359289251235845,88,0.028696215749750554,0.0020331399282439997
Pattern6,NK_cell,D8,8.0,3,3,105,0.18872634376000508,0.2641264271596912,0.07560388112575699,1.5158323852422965e-06,0.490573634321873,0.1524934638207418,105,0.43308426631591357,0.460602760314941
Pattern6,Neutrophil,D8,8.0,2,2,8,0.0038105334941178222,0.00426503060340401,0.0038105334941178222,0.0007947014324826938,0.006826365555752951,0.003015832061635128,8,0.0038105334941178222,0.00090155762154605
Pattern6,Plasmablast,D8,8.0,2,2,4,0.03338460319122306,0.01493678347981765,0.03338460319122306,0.0228227023035288,0.043946504078917314,0.010561900887694256,4,0.03338460319122306,0.02282293275754911
Pattern6,T_cell,D8,8.0,3,3,335,0.2603886624302553,0.3353273531133341,0.09480606105605377,0.04006078632774931,0.6462991399069627,0.19360133758662815,335,0.1496399927726346,0.0571858808398247
Pattern6,B_cell,D10,10.0,3,3,46,0.08756790729313124,0.1347092401147503,0.010105890024284405,0.009481510192047491,0.24311632166306185,0.07777441604258102,46,0.040240659002983604,1.0071134511235889e-05
Pattern6,Monocyte,D10,10.0,3,3,117,0.01988942048918385,0.01410421016423314,0.021873651516713725,0.004898166974138331,0.032896442976699504,0.00814306953502706,117,0.01986678985571735,2.15318214031868e-05
Pattern6,NK_cell,D10,10.0,3,3,114,0.14212858123927014,0.2407801052570753,0.0062516751778373784,0.0,0.42013406853997304,0.13901445858567885,114,0.3292058680172809,0.3931447416543965
Pattern6,Neutrophil,D10,10.0,3,3,16,0.0016842149806250454,0.002171366315839851,0.0007476265891455,0.0001383261369482793,0.004166692215781357,0.001253638926959424,16,0.003449454854262481,0.0003491089737508
Pattern6,Plasmablast,D10,10.0,3,3,6,0.04722210826973108,0.06109873713939388,0.02543921954929825,0.0,0.116227105259895,0.03527537233457524,6,0.036330663909514664,0.0
Pattern6,T_cell,D10,10.0,3,3,301,0.24217928971719796,0.3196507122448158,0.06191472567467947,0.053375928531034615,0.6112472149458799,0.1845504247612,301,0.15919897159248256,0.0654943063855171
Pattern6,B_cell,D14/15,14.5,3,3,23,0.11064587195153093,0.17257324822093875,0.017021183087510716,0.005118663975565591,0.3097977687915165,0.0996352113152871,23,0.08925767705831392,0.0002610486990306
Pattern6,Monocyte,D14/15,14.5,3,3,103,0.018251663825269687,0.0171158006954506,0.016549622909021997,0.002050472521104414,0.03615489604568265,0.009881812138914389,103,0.020866266698715143,2.79681025858736e-05
Pattern6,NK_cell,D14/15,14.5,3,3,144,0.1561991845174691,0.2490964890613498,0.01873406095865942,0.006124603551459778,0.4437388890422881,0.14381592501376098,144,0.2523960153981643,0.26272936910390854
Pattern6,Neutrophil,D14/15,14.5,2,2,2,0.0005189823859836501,6.853921328024174e-05,0.0005189823859836501,0.000470517843496,0.0005674469284713,4.8464542487650005e-05,2,0.0005189823859836501,0.0005189823859836501
Pattern6,Plasmablast,D14/15,14.5,3,3,5,0.0553864269577642,0.05572673976553348,0.05470805366834003,1.97066560758685e-06,0.111449256539345,0.03217384820469098,5,0.05511507764199454,0.0752638503909111
Pattern6,T_cell,D14/15,14.5,3,3,323,0.25229976000304316,0.3308189798662655,0.062489140230388124,0.06011598283467782,0.6342941569440635,0.1909984270788258,323,0.16611360573437356,0.0730393975973129
Pattern6,B_cell,D28,28.0,3,3,56,0.11106665756091466,0.1689484274293947,0.013833921300147259,0.01321488109904073,0.306151170283556,0.09754242005552499,56,0.09701045232693721,0.00304791587404905
Pattern6,Monocyte,D28,28.0,3,3,83,0.04433897192895168,0.07282004791673617,0.0024395976472533173,0.002153160301696006,0.1284241578379057,0.04204267426712908,83,0.0539407481143606,5.31525947735645e-05
Pattern6,NK_cell,D28,28.0,3,3,106,0.174772069623183,0.2580379740728048,0.03440607043890193,0.01734435820121877,0.47256578022942825,0.14897829379207955,106,0.38382904011194474,0.4247281700372695
Pattern6,Neutrophil,D28,28.0,3,3,11,0.006440928037166771,0.005632045413212614,0.008185418198627274,0.0001430492520739701,0.010994316660799067,0.0032516629354065,11,0.006758108066523225,0.0004101493686903
Pattern6,Plasmablast,D28,28.0,1,1,1,0.164485320448875,,0.164485320448875,0.164485320448875,0.164485320448875,,1,0.164485320448875,0.164485320448875
Pattern6,T_cell,D28,28.0,3,3,343,0.25073201652275906,0.3019148353241167,0.08787847977022284,0.06521007828260374,0.5991074915154505,0.17431061144672033,343,0.16623297970393616,0.0833573490381241
