"","Pattern1","Pattern2","Pattern3","Pattern4","Pattern5","Pattern6","Pattern7","Pattern8","Pattern9","Pattern10"
"CTRC",8.56955084600486e-05,0.0556100644171238,4.17079500039108e-05,0.000101548488601111,0.000284748792182654,0.000109953696664888,0.000200350055820309,0.000672234804369509,5.94832199567463e-05,0.000161751115228981
"CASP9",2.00863587451749e-06,0.137341633439064,0.106945522129536,0.0384114906191826,0.208664104342461,7.35680487196078e-06,1.41625162086711e-06,0.0616750568151474,0.000414692884078249,0.182649046182632
"EPHA2",6.43278053757967e-06,0.0172832161188126,0,0,0.0733701512217522,0,3.2685804853827e-06,1.09807015178376e-05,0,0.0022951876744628
"ATP13A2",0.0321965962648392,0.0595463141798973,1.28242836581194e-05,0,0.208854809403419,0.0197931341826916,0.000420889176893979,0.115107364952564,0.0141445668414235,0.0194058734923601
"PADI2",6.76380514050834e-05,0.0026981164701283,0,6.6953114583157e-05,0.0103155979886651,0.000152044216520153,3.69441695511341e-05,0.209187254309654,9.30061796680093e-05,4.99863417644519e-05
"PADI4",3.45982229532638e-08,0.160730585455894,0,0.000203905132366344,0.050315648317337,0.00010057634790428,0.0171364266425371,0.271381944417953,3.49741603713483e-05,2.99034927593311e-05
"ARHGEF10L",1.56321243593993e-06,0.204818606376648,0.033641379326582,0,0.0430138818919659,0,0,0.297225207090378,0,1.89800975931576e-05
"RP1-43E13.2",5.9565845731413e-05,0.00253524607978761,0.000128546555060893,0.000261529465205967,0.0496567077934742,0.000273546000244096,5.43621681572404e-05,0.00102444773074239,0.000124144804431126,0.000228018965572119
"MRTO4",3.6211251426721e-05,7.70722635934362e-06,0.0346033871173859,0.0705985426902771,0.350606143474579,0.103397980332375,0.146998316049576,0.0157252363860607,0.000638395198620856,0.0718216449022293
"UBXN10",0.000837504107039422,0.00016870787658263,4.90834245283622e-05,7.7029071690049e-05,0.0215180050581694,0.0122179454192519,5.7793760788627e-05,0.000104868122434709,0.000640036480035633,8.5133193351794e-05
"CDA",9.89526306511834e-05,0.465346604585648,0,0,5.1335229045435e-07,3.84325130653451e-06,2.07402335945517e-05,0.863849520683289,2.91862033918733e-05,1.38128939397575e-07
"PINK1-AS",0.00023308425443247,0.0033750447910279,0.00012277951464057,0.00098155892919749,0.0218277741223574,0.000180703515070491,0.000297158083412796,0.000298645405564457,0.000193938278243877,9.20812817639671e-05
"DDOST",0.312373399734497,0.163446858525276,0.0570273473858833,0.0416350513696671,0.548023641109467,0.378245055675507,0.271019697189331,0.402577936649323,0.362180441617966,0.207747131586075
"KIF17",0.000180857794475742,0.000949746579863131,0.000215088890399784,5.21158763149288e-05,0.00240847608074546,8.09910998214036e-05,4.7794783313293e-05,0.000573023571632802,2.69774009211687e-05,0.0005343570956029
"RP3-329E20.2",0.000255003076745197,0.00681048538535833,0.000182901727384888,6.08247210038826e-05,0.00261460500769317,0.000143552388180979,0.000104404636658728,0.00110119674354792,7.85439697210677e-05,0.000208314522751607
"ALPL",0.000116099821752869,0.000322507054079324,7.05581260262989e-05,0.000104024242318701,0.000332342489855364,4.74522385047749e-05,8.6894397099968e-05,0.000178149188286625,4.47734964836854e-05,0.0314457602798939
"LDLRAD2",0.000126852741232142,0.000231042169616558,0.000128697953186929,1.50511050378555e-05,0.0122903361916542,5.94139601162169e-05,7.51240731915459e-05,0.000735643785446882,4.0080656617647e-05,0.000479596026707441
