subject,broad_cell_type,timepoint_merged,day_merged_numeric,n_cells,Pattern1,Pattern2,Pattern3,Pattern4,Pattern5,Pattern6,Pattern7,Pattern8,Pattern9,Pattern10,ifn_program_score,translation_program_score,mito_program_score,plasmablast_program_score
Subject2,Neutrophil,D8,8.0,4,0.010161580671592644,0.0001725041447571128,4.52982691285611e-05,0.02249194879550485,0.05990481050685052,0.0007947014324826938,0.045639648396900157,0.0208030715584755,0.014549355586950686,0.0010458118049427702,-0.06973155498504648,-0.018457005522689182,0.5260530412197109,-0.0416117294629415
Subject2,Plasmablast,D0,0.0,1,0.159777268767357,0.0782889276742935,0.0166213735938072,0.0254022516310215,0.789654076099396,0.0603489801287651,0.0004224387230351,8.7356151198037e-05,0.0288689751178026,0.255145698785782,-0.28747420390447,1.55213701481722,2.12246971130371,1.47139653523763
Subject2,Plasmablast,D10,10.0,4,0.11709990166127678,0.11043936225178158,0.12909791991114591,0.08165694713943596,0.703759118914604,0.02543921954929825,0.002746954196766156,0.004613645703102513,0.02317823904741089,0.41324748471379275,0.5093773555755613,1.4167754589294899,2.043875331878662,1.4272839752833038
Subject2,Plasmablast,D14/15,14.5,3,0.08503351857264833,0.0225011140476757,0.0881803917388122,0.09027291834354396,0.8836144606272377,0.05470805366834003,0.007998128091761201,0.037213417390982335,0.014240621176819901,0.3278734982013703,0.1449228954315185,1.062496469945323,2.625689646402997,2.143181150224473
Subject2,Plasmablast,D2,2.0,1,0.211147546768188,0.10719171911478,8.32608129712753e-05,3.66074914381898e-06,0.155817598104477,0.0,8.61850930959918e-05,0.0,0.0270092394202948,0.384175777435303,-0.454178807338079,2.38188450190486,2.24360885620117,0.541838808059692
Subject2,Plasmablast,D4,4.0,2,0.13286652829265244,0.09775454923510546,2.018067535303205e-08,0.11867355927824996,0.3883141949772835,2.7344717068444854e-06,0.00016218255950657903,0.0302624301984906,0.0058910498337354,0.42137071490287803,-0.3224054739872615,1.721164447920665,2.18140676498413,0.883719703356425
Subject2,Plasmablast,D6,6.0,3,0.19424430529276535,0.05376019577185304,0.018226424812060774,0.08491917635883804,0.6044834852218627,0.029620537560006707,0.009736597650468524,0.018250747786320676,0.1545109717020143,0.3161853204170863,-0.5104196348455217,1.5733166908731266,2.3223059082031234,0.9605482334560792
Subject2,Plasmablast,D8,8.0,2,0.12862741202116,0.001844362466727023,0.018205951455456677,6.102882693426201e-06,0.5454181432724,0.043946504078917314,0.00010935198952206845,0.0761305252090097,0.02864988939836625,0.365010716021061,-0.20071437696615851,1.141009712705805,2.911998863220215,1.51040051460266
Subject2,T_cell,D0,0.0,141,0.24271477762393806,0.005680359889793901,0.039836256316082015,0.1728973216299452,0.11174670119750443,0.030659688447421774,0.5591618118556678,0.002171307320254795,0.04480417805974932,0.011934637544120516,0.0051182450808531735,1.9211437260643893,2.481979833562323,-0.17337872541260776
Subject2,T_cell,D10,10.0,137,0.21393699879888448,0.0033072095251493383,0.14822589605706982,0.12414191386218558,0.058290360142676585,0.06191472567467947,0.45786177458657,0.0007560315303165731,0.05611561100833697,0.013349963572826237,0.8075489216245294,1.4622486290092818,2.2421626844197298,-0.1710508754943699
